Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Magnesium Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Andesite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Komatiite)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Blue Schist)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Sandstone)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Chert)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Chalk)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Lead Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lead Ore (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Terracotta)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Greywacke)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Cave Moss)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Migmatite)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Gold Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Dense§r Gold Ore (Elder Prismarine)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Copper Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Copper Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Ruby Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Ruby Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Diamond Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Diamond Ore (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Soapstone)
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Sapphire Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Dacite)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Quartzite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (White Terracotta)
appliedenergistics2:facade:0, Cable Facade - Lithium Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lithium Ore (Gneiss)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Brimstone)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Shale)
appliedenergistics2:facade:0, Cable Facade - Tin Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Dense§r Tin Ore (Gabbro)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Andesite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Andesite)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Boron Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Boron Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Red Sandstone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Cobbedstone)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Basalt)
appliedenergistics2:facade:0, Cable Facade - Silver Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Silver Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Coal Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Coal Ore (Black Granite)
appliedenergistics2:facade:0, Cable Facade - Nickel Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Nickel Ore (Dolomite)
appliedenergistics2:facade:0, Cable Facade - Amber Bearing Stone (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Amber Bearing Stone (Eclogite)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Rhyolite)
appliedenergistics2:facade:0, Cable Facade - Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Redstone Ore (Limestone)
appliedenergistics2:facade:0, Cable Facade - Cincinnasite Ore (Black Basalt)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cincinnasite Ore (Black Basalt)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Marble)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Slate)
appliedenergistics2:facade:0, Cable Facade - Cinnabar Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Cinnabar Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Thorium Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Dense§r Thorium Ore (Red Granite)
appliedenergistics2:facade:0, Cable Facade - Iron Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Dense§r Iron Ore (Lignite Block)
appliedenergistics2:facade:0, Cable Facade - Emerald Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Dense§r Emerald Ore (Green Schist)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Dense§r Lapis Lazuli Ore (Siltstone)
appliedenergistics2:facade:0, Cable Facade - Peridot Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Dense§r Peridot Ore (Permafrost)
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore (Slate)
